时隙,任务类型,请求序列,请求到达量,空闲算力资源,等待服务队列,即时需求缺口,缓存调整量,资源缓存量,综合评价值,请求保障率,资源冗余率,下一时隙空闲算力资源,下一时隙等待服务队列,决策来源,相似案例编号
22,灾害图像深度分析,台风灾情序列004,0.0,3.0,0.0,0.0,-0.4217347800731659,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
23,灾害图像深度分析,台风灾情序列004,0.0,3.0,0.0,0.0,-0.42176443338394165,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
24,灾害图像深度分析,台风灾情序列004,1.0,3.0,0.0,0.0,-0.2900542914867401,0.0,-0.02,1.0,0.6666666666666666,2.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t73,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t54"
25,灾害图像深度分析,台风灾情序列004,0.0,2.0,0.0,0.0,-0.6178480982780457,0.0,-0.02,1.0,1.0,2.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t74,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t84,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
26,灾害图像深度分析,台风灾情序列004,0.0,2.0,0.0,0.0,-0.3825612962245941,0.0,-0.02,1.0,1.0,2.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135"
27,灾害图像深度分析,台风灾情序列004,1.0,2.0,0.0,0.0,-0.4512448012828827,0.0,-0.01,1.0,0.5,1.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t54,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
28,灾害图像深度分析,台风灾情序列004,0.0,1.0,0.0,0.0,-0.28436797857284546,0.0,-0.01,1.0,1.0,1.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t33,valid_13_0_危险源态势研判_危化事故序列005_t135,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t8"
29,灾害图像深度分析,台风灾情序列004,0.0,1.0,0.0,0.0,-0.30764541029930115,0.0,-0.01,1.0,1.0,1.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t81,valid_0_0_结构化报告生成_山火监测序列003_t7,valid_13_0_危险源态势研判_危化事故序列005_t134,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
30,灾害图像深度分析,台风灾情序列004,0.0,1.0,0.0,0.0,-0.38223716616630554,0.0,-0.01,1.0,1.0,1.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135"
31,灾害图像深度分析,台风灾情序列004,2.0,1.0,0.0,1.0,-0.28897958993911743,0.0,-0.03,0.5,0.0,0.0,1.0,相似案例缓存预测回退,"train_13_0_危险源态势研判_危化事故序列005_t24,valid_13_0_危险源态势研判_危化事故序列005_t5,valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8"
32,灾害图像深度分析,台风灾情序列004,0.0,0.0,1.0,1.0,0.0678749606013298,14.57499212026596,-0.1357499212026596,1.0,0.9313893282583983,13.57499212026596,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t66,valid_0_0_结构化报告生成_山火监测序列003_t33,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
33,灾害图像深度分析,台风灾情序列004,0.0,13.57499212026596,0.0,0.0,-0.42596423625946045,0.0,-0.1357499212026596,1.0,1.0,13.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t132,valid_0_0_受灾目标识别_洪涝巡检序列002_t14"
34,灾害图像深度分析,台风灾情序列004,1.0,13.57499212026596,0.0,0.0,-0.2936803102493286,0.0,-0.1257499212026596,1.0,0.9263351321945071,12.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t90,train_12_0_灾害图像深度分析_台风灾情序列004_t2,valid_0_0_快速问答服务_地震救援序列001_t5,valid_0_0_结构化报告生成_山火监测序列003_t37,valid_0_0_受灾目标识别_洪涝巡检序列002_t5"
35,灾害图像深度分析,台风灾情序列004,1.0,12.57499212026596,0.0,0.0,-0.418635755777359,0.0,-0.1157499212026596,1.0,0.9204770873463697,11.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t90,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t5,valid_0_0_结构化报告生成_山火监测序列003_t37,valid_0_0_受灾目标识别_洪涝巡检序列002_t8"
36,灾害图像深度分析,台风灾情序列004,0.0,11.57499212026596,0.0,0.0,-0.4207495450973511,0.0,-0.1157499212026596,1.0,1.0,11.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t92,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t5,valid_13_0_危险源态势研判_危化事故序列005_t140,valid_0_0_结构化报告生成_山火监测序列003_t37"
37,灾害图像深度分析,台风灾情序列004,1.0,11.57499212026596,0.0,0.0,-0.43548110127449036,0.0,-0.10574992120265961,1.0,0.9136068526345552,10.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t93,train_12_0_灾害图像深度分析_台风灾情序列004_t2,valid_0_0_快速问答服务_地震救援序列001_t5,valid_0_0_结构化报告生成_山火监测序列003_t37,valid_0_0_受灾目标识别_洪涝巡检序列002_t5"
38,灾害图像深度分析,台风灾情序列004,1.0,10.57499212026596,0.0,0.0,-0.5223419070243835,0.0,-0.09574992120265961,1.0,0.9054372817844851,9.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,train_13_0_危险源态势研判_危化事故序列005_t33"
39,灾害图像深度分析,台风灾情序列004,0.0,9.57499212026596,0.0,0.0,-0.424140602350235,0.0,-0.09574992120265961,1.0,1.0,9.57499212026596,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t79,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t190"
40,灾害图像深度分析,台风灾情序列004,2.0,9.57499212026596,0.0,0.0,-0.47439906001091003,0.0,-0.07574992120265961,1.0,0.7911225435092633,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
41,灾害图像深度分析,台风灾情序列004,0.0,7.574992120265961,0.0,0.0,-0.27570563554763794,0.0,-0.07574992120265961,1.0,1.0,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t85,valid_0_0_结构化报告生成_山火监测序列003_t33,valid_13_0_危险源态势研判_危化事故序列005_t135,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
42,灾害图像深度分析,台风灾情序列004,0.0,7.574992120265961,0.0,0.0,-0.3991313576698303,0.0,-0.07574992120265961,1.0,1.0,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
43,灾害图像深度分析,台风灾情序列004,0.0,7.574992120265961,0.0,0.0,-0.33261388540267944,0.0,-0.07574992120265961,1.0,1.0,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t134,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
44,灾害图像深度分析,台风灾情序列004,0.0,7.574992120265961,0.0,0.0,-0.28722870349884033,0.0,-0.07574992120265961,1.0,1.0,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_受灾目标识别_洪涝巡检序列002_t14"
45,灾害图像深度分析,台风灾情序列004,0.0,7.574992120265961,0.0,0.0,-0.2599393129348755,0.0,-0.07574992120265961,1.0,1.0,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t81,valid_0_0_结构化报告生成_山火监测序列003_t7,valid_13_0_危险源态势研判_危化事故序列005_t134,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t14"
46,灾害图像深度分析,台风灾情序列004,0.0,7.574992120265961,0.0,0.0,-0.4506402611732483,0.0,-0.07574992120265961,1.0,1.0,7.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t111,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
47,灾害图像深度分析,台风灾情序列004,1.0,7.574992120265961,0.0,0.0,-0.400613009929657,0.0,-0.0657499212026596,1.0,0.8679866613557758,6.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t100,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
48,灾害图像深度分析,台风灾情序列004,2.0,6.574992120265961,0.0,0.0,-0.5738489031791687,0.0,-0.04574992120265961,1.0,0.6958171259497875,4.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t101,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t84,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
49,灾害图像深度分析,台风灾情序列004,0.0,4.574992120265961,0.0,0.0,-0.1884322315454483,0.0,-0.04574992120265961,1.0,1.0,4.574992120265961,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t33,valid_13_0_危险源态势研判_危化事故序列005_t135,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t73"
50,灾害图像深度分析,台风灾情序列004,1.0,4.574992120265961,0.0,0.0,-0.4750024080276489,0.0,-0.03574992120265961,1.0,0.7814203885575509,3.5749921202659607,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
51,灾害图像深度分析,台风灾情序列004,1.0,3.5749921202659607,0.0,0.0,-0.32692137360572815,0.0,-0.025749921202659606,1.0,0.7202791037409041,2.5749921202659607,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t55,train_12_0_灾害图像深度分析_台风灾情序列004_t7,train_13_0_危险源态势研判_危化事故序列005_t38"
52,灾害图像深度分析,台风灾情序列004,0.0,2.5749921202659607,0.0,0.0,-0.4009232819080353,0.0,-0.025749921202659606,1.0,1.0,2.5749921202659607,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t79,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t12"
53,灾害图像深度分析,台风灾情序列004,1.0,2.5749921202659607,0.0,0.0,-0.4159345030784607,0.0,-0.015749921202659608,1.0,0.6116492970484454,1.5749921202659607,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t87,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t54,train_13_0_危险源态势研判_危化事故序列005_t10,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
54,灾害图像深度分析,台风灾情序列004,2.0,1.5749921202659607,0.0,0.4250078797340393,-0.2095830738544464,0.0,-0.01275023639202118,0.7874960601329803,0.0,0.0,0.4250078797340393,相似案例缓存预测回退,"train_13_0_危险源态势研判_危化事故序列005_t24,valid_12_0_灾害图像深度分析_台风灾情序列004_t84,valid_13_0_危险源态势研判_危化事故序列005_t54,valid_0_0_结构化报告生成_山火监测序列003_t32,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
55,灾害图像深度分析,台风灾情序列004,0.0,0.0,0.4250078797340393,0.4250078797340393,0.046589527279138565,9.742913335561752,-0.09317905455827713,1.0,0.9563777419447266,9.317905455827713,0.0,相似案例缓存预测回退,"valid_13_0_危险源态势研判_危化事故序列005_t41,train_13_0_危险源态势研判_危化事故序列005_t20,valid_12_0_灾害图像深度分析_台风灾情序列004_t85,valid_0_0_结构化报告生成_山火监测序列003_t5,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
56,灾害图像深度分析,台风灾情序列004,1.0,9.317905455827713,0.0,0.0,-0.37351369857788086,0.0,-0.08317905455827714,1.0,0.892679743882294,8.317905455827713,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t13,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
57,灾害图像深度分析,台风灾情序列004,0.0,8.317905455827713,0.0,0.0,-0.22019094228744507,0.0,-0.08317905455827714,1.0,1.0,8.317905455827713,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t90,train_12_0_灾害图像深度分析_台风灾情序列004_t6,valid_13_0_危险源态势研判_危化事故序列005_t33,valid_0_0_受灾目标识别_洪涝巡检序列002_t9,train_13_0_危险源态势研判_危化事故序列005_t39"
58,灾害图像深度分析,台风灾情序列004,0.0,8.317905455827713,0.0,0.0,-0.19601896405220032,0.0,-0.08317905455827714,1.0,1.0,8.317905455827713,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t92,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_13_0_危险源态势研判_危化事故序列005_t34,train_13_0_危险源态势研判_危化事故序列005_t39,valid_0_0_受灾目标识别_洪涝巡检序列002_t9"
